Source,Target,size,Weight
Bipolar Disorder,Machine Learning and Artificial Intelligence,9,0.009090909
Brain Cancer,Machine Learning and Artificial Intelligence,6,0.006060606
Brain Disorders,Machine Learning and Artificial Intelligence,238,0.24040404
Breast Cancer,Machine Learning and Artificial Intelligence,12,0.012121212
"Breastfeeding, Lactation and Breast Milk",Machine Learning and Artificial Intelligence,1,0.001010101
Cancer,Machine Learning and Artificial Intelligence,139,0.14040404
Cancer Genomics,Machine Learning and Artificial Intelligence,60,0.060606061
Cardiovascular,Machine Learning and Artificial Intelligence,69,0.06969697
Caregiving Research,Machine Learning and Artificial Intelligence,4,0.004040404
Celiac Disease,Machine Learning and Artificial Intelligence,1,0.001010101
Cerebral Palsy,Machine Learning and Artificial Intelligence,5,0.005050505
Cerebrovascular,Machine Learning and Artificial Intelligence,18,0.018181818
Cervical Cancer,Machine Learning and Artificial Intelligence,1,0.001010101
Childhood Obesity,Machine Learning and Artificial Intelligence,4,0.004040404
Chronic Obstructive Pulmonary Disease,Machine Learning and Artificial Intelligence,1,0.001010101
Chronic Pain,Machine Learning and Artificial Intelligence,15,0.015151515
Climate Change,Machine Learning and Artificial Intelligence,1,0.001010101
Climate-Related Exposures and Conditions,Machine Learning and Artificial Intelligence,14,0.014141414
Clinical Trials and Supportive Activities,Machine Learning and Artificial Intelligence,54,0.054545455
Colo-Rectal Cancer,Machine Learning and Artificial Intelligence,5,0.005050505
Comparative Effectiveness Research,Machine Learning and Artificial Intelligence,22,0.022222222
Complementary and Integrative Health,Machine Learning and Artificial Intelligence,4,0.004040404
Conditions Affecting the Embryonic and Fetal Periods,Machine Learning and Artificial Intelligence,6,0.006060606
Congenital Heart Disease,Machine Learning and Artificial Intelligence,5,0.005050505
Congenital Structural Anomalies,Machine Learning and Artificial Intelligence,4,0.004040404
Coronaviruses Diagnostics and Prognostics,Machine Learning and Artificial Intelligence,5,0.005050505
Coronaviruses Disparities and At-Risk Populations,Machine Learning and Artificial Intelligence,5,0.005050505
Coronaviruses Therapeutics and Interventions,Machine Learning and Artificial Intelligence,4,0.004040404
Cost Effectiveness Research,Machine Learning and Artificial Intelligence,3,0.003030303
Crohn's Disease,Machine Learning and Artificial Intelligence,1,0.001010101
Dementia,Machine Learning and Artificial Intelligence,85,0.085858586
Dental/Oral and Craniofacial Disease,Machine Learning and Artificial Intelligence,11,0.011111111
Depression,Machine Learning and Artificial Intelligence,11,0.011111111
Diabetes,Machine Learning and Artificial Intelligence,3,0.003030303
Dietary Supplements,Machine Learning and Artificial Intelligence,1,0.001010101
Dissemination and Implementation Research,Machine Learning and Artificial Intelligence,11,0.011111111
Drug Abuse (NIDA only),Machine Learning and Artificial Intelligence,53,0.053535354
Dystonia,Machine Learning and Artificial Intelligence,1,0.001010101
Eating Disorders,Machine Learning and Artificial Intelligence,4,0.004040404
Electronic Nicotine Delivery Systems,Machine Learning and Artificial Intelligence,1,0.001010101
Emergency Care,Machine Learning and Artificial Intelligence,14,0.014141414
Epilepsy,Machine Learning and Artificial Intelligence,10,0.01010101
Estrogen,Machine Learning and Artificial Intelligence,3,0.003030303
Foodborne Illness,Machine Learning and Artificial Intelligence,4,0.004040404
Frontotemporal Dementia (FTD),Machine Learning and Artificial Intelligence,3,0.003030303
Genetic Testing,Machine Learning and Artificial Intelligence,9,0.009090909
Health Services,Machine Learning and Artificial Intelligence,115,0.116161616
Hearing Loss,Machine Learning and Artificial Intelligence,3,0.003030303
Heart Disease,Machine Learning and Artificial Intelligence,44,0.044444444
Heart Disease - Coronary Heart Disease,Machine Learning and Artificial Intelligence,7,0.007070707
Hematology,Machine Learning and Artificial Intelligence,29,0.029292929
Hepatitis,Machine Learning and Artificial Intelligence,2,0.002020202
Hepatitis - C,Machine Learning and Artificial Intelligence,2,0.002020202
Hypertension,Machine Learning and Artificial Intelligence,8,0.008080808
Immunization,Machine Learning and Artificial Intelligence,7,0.007070707
Immunotherapy,Machine Learning and Artificial Intelligence,9,0.009090909
Infertility,Machine Learning and Artificial Intelligence,1,0.001010101
Inflammatory Bowel Disease,Machine Learning and Artificial Intelligence,2,0.002020202
Influenza,Machine Learning and Artificial Intelligence,6,0.006060606
Injury - Trauma - (Head and Spine),Machine Learning and Artificial Intelligence,8,0.008080808
Injury - Traumatic brain injury,Machine Learning and Artificial Intelligence,8,0.008080808
Injury (total) Accidents/Adverse Effects,Machine Learning and Artificial Intelligence,7,0.007070707
Intellectual and Developmental Disabilities (IDD),Machine Learning and Artificial Intelligence,12,0.012121212
Kidney Disease,Machine Learning and Artificial Intelligence,10,0.01010101
Lead Poisoning,Machine Learning and Artificial Intelligence,4,0.004040404
Lewy Body Dementia,Machine Learning and Artificial Intelligence,1,0.001010101
Liver Cancer,Machine Learning and Artificial Intelligence,1,0.001010101
Lung,Machine Learning and Artificial Intelligence,41,0.041414141
Lung Cancer,Machine Learning and Artificial Intelligence,11,0.011111111
Lyme Disease,Machine Learning and Artificial Intelligence,2,0.002020202
Lymphatic Research,Machine Learning and Artificial Intelligence,2,0.002020202
Lymphoma,Machine Learning and Artificial Intelligence,1,0.001010101
Macular Degeneration,Machine Learning and Artificial Intelligence,4,0.004040404
Major Depressive Disorder,Machine Learning and Artificial Intelligence,5,0.005050505
Malaria,Machine Learning and Artificial Intelligence,4,0.004040404
Malaria Vaccine,Machine Learning and Artificial Intelligence,1,0.001010101
Maternal Morbidity and Mortality,Machine Learning and Artificial Intelligence,2,0.002020202
Mental Health,Machine Learning and Artificial Intelligence,121,0.122222222
Mental Illness,Machine Learning and Artificial Intelligence,50,0.050505051
Methamphetamine,Machine Learning and Artificial Intelligence,3,0.003030303
Mind and Body,Machine Learning and Artificial Intelligence,4,0.004040404
Multiple Sclerosis,Machine Learning and Artificial Intelligence,1,0.001010101
Muscular Dystrophy,Machine Learning and Artificial Intelligence,1,0.001010101
Nanotechnology,Machine Learning and Artificial Intelligence,2,0.002020202
Neonatal Respiratory Distress,Machine Learning and Artificial Intelligence,3,0.003030303
Neurodegenerative,Machine Learning and Artificial Intelligence,114,0.115151515
Nutrition,Machine Learning and Artificial Intelligence,12,0.012121212
Obesity,Machine Learning and Artificial Intelligence,5,0.005050505
Opioid Misuse and Addiction,Machine Learning and Artificial Intelligence,23,0.023232323
Opioids,Machine Learning and Artificial Intelligence,28,0.028282828
Organ Transplantation,Machine Learning and Artificial Intelligence,2,0.002020202
Osteoarthritis,Machine Learning and Artificial Intelligence,8,0.008080808
Ovarian Cancer,Machine Learning and Artificial Intelligence,1,0.001010101
Pain Research,Machine Learning and Artificial Intelligence,24,0.024242424
Pancreatic Cancer,Machine Learning and Artificial Intelligence,2,0.002020202
Parkinson's Disease,Machine Learning and Artificial Intelligence,3,0.003030303
Patient Safety,Machine Learning and Artificial Intelligence,166,0.167676768
Pediatric AIDS,Machine Learning and Artificial Intelligence,1,0.001010101
Pediatric Cancer,Machine Learning and Artificial Intelligence,2,0.002020202
Pediatric Research Initiative,Machine Learning and Artificial Intelligence,4,0.004040404
Physical Activity,Machine Learning and Artificial Intelligence,10,0.01010101
Physical Injury - Accidents and Adverse Effects,Machine Learning and Artificial Intelligence,31,0.031313131
Physical Rehabilitation,Machine Learning and Artificial Intelligence,13,0.013131313
Pneumonia,Machine Learning and Artificial Intelligence,10,0.01010101
Pneumonia & Influenza,Machine Learning and Artificial Intelligence,14,0.014141414
Post-Traumatic Stress Disorder (PTSD),Machine Learning and Artificial Intelligence,6,0.006060606
Precision Medicine,Machine Learning and Artificial Intelligence,194,0.195959596
Prescription Drug Abuse,Machine Learning and Artificial Intelligence,6,0.006060606
Prevention,Machine Learning and Artificial Intelligence,256,0.258585859
Prostate Cancer,Machine Learning and Artificial Intelligence,7,0.007070707
Radiation Oncology,Machine Learning and Artificial Intelligence,7,0.007070707
Regenerative Medicine,Machine Learning and Artificial Intelligence,2,0.002020202
Rehabilitation,Machine Learning and Artificial Intelligence,21,0.021212121
Rheumatoid Arthritis,Machine Learning and Artificial Intelligence,1,0.001010101
Rural Health,Machine Learning and Artificial Intelligence,11,0.011111111
Schizophrenia,Machine Learning and Artificial Intelligence,16,0.016161616
Screening And Brief Intervention For Substance Abuse,Machine Learning and Artificial Intelligence,1,0.001010101
Sepsis,Machine Learning and Artificial Intelligence,13,0.013131313
Serious Mental Illness,Machine Learning and Artificial Intelligence,24,0.024242424
Sexual and Gender Minorities (SGM/LGBT*),Machine Learning and Artificial Intelligence,3,0.003030303
Sexually Transmitted Infections,Machine Learning and Artificial Intelligence,1,0.001010101
Sickle Cell Disease,Machine Learning and Artificial Intelligence,5,0.005050505
Sleep Research,Machine Learning and Artificial Intelligence,4,0.004040404
Social Determinants of Health,Machine Learning and Artificial Intelligence,88,0.088888889
Stem Cell Research,Machine Learning and Artificial Intelligence,7,0.007070707
Stem Cell Research - Embryonic - Human,Machine Learning and Artificial Intelligence,3,0.003030303
Stem Cell Research - Induced Pluripotent Stem Cell,Machine Learning and Artificial Intelligence,4,0.004040404
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Machine Learning and Artificial Intelligence,4,0.004040404
Stomach Cancer,Machine Learning and Artificial Intelligence,1,0.001010101
Stroke,Machine Learning and Artificial Intelligence,15,0.015151515
Substance Abuse,Machine Learning and Artificial Intelligence,38,0.038383838
Substance Abuse Prevention,Machine Learning and Artificial Intelligence,2,0.002020202
Substance Misuse,Machine Learning and Artificial Intelligence,31,0.031313131
Suicide,Machine Learning and Artificial Intelligence,11,0.011111111
Suicide Prevention,Machine Learning and Artificial Intelligence,3,0.003030303
Telehealth,Machine Learning and Artificial Intelligence,11,0.011111111
Tobacco,Machine Learning and Artificial Intelligence,2,0.002020202
Tobacco Smoke and Health,Machine Learning and Artificial Intelligence,1,0.001010101
Transplantation,Machine Learning and Artificial Intelligence,3,0.003030303
Traumatic Brain Injury (TBI),Machine Learning and Artificial Intelligence,5,0.005050505
Traumatic Head and Spine Injury,Machine Learning and Artificial Intelligence,5,0.005050505
Tuberculosis,Machine Learning and Artificial Intelligence,4,0.004040404
Underage Drinking,Machine Learning and Artificial Intelligence,4,0.004040404
Urologic Diseases,Machine Learning and Artificial Intelligence,14,0.014141414
Vaccine Related,Machine Learning and Artificial Intelligence,6,0.006060606
Vascular Cognitive Impairment/Dementia,Machine Learning and Artificial Intelligence,3,0.003030303
Malaria Vaccine,Malaria,1,0.111111111
Asthma,Maternal Health,3,0.2
Basic Behavioral and Social Science,Maternal Health,3,0.015789474
Behavioral and Social Science,Maternal Health,4,0.008016032
Bioengineering,Maternal Health,3,0.002135231
Biomedical Imaging,Maternal Health,1,0.004149378
Brain Disorders,Maternal Health,1,0.002202643
Burden of Illness,Maternal Health,3,0.2
Cardiovascular,Maternal Health,3,0.025641026
Childhood Obesity,Maternal Health,1,0.066666667
Chronic Obstructive Pulmonary Disease,Maternal Health,1,0.066666667
Climate Change,Maternal Health,1,0.066666667
Climate-Related Exposures and Conditions,Maternal Health,2,0.0625
Conditions Affecting the Embryonic and Fetal Periods,Maternal Health,5,0.333333333
Depression,Maternal Health,1,0.032258065
Diabetes,Maternal Health,1,0.05
Endocrine Disruptors,Maternal Health,1,0.066666667
Health Disparities,Maternal Health,3,0.008571429
Health Services,Maternal Health,1,0.004926108
Heart Disease,Maternal Health,3,0.038961039
Infertility,Maternal Health,2,0.133333333
Lead Poisoning,Maternal Health,1,0.066666667
Lung,Maternal Health,3,0.032608696
Machine Learning and Artificial Intelligence,Maternal Health,4,0.004040404
Maternal Morbidity and Mortality,Maternal Health,5,0.333333333
Mental Health,Maternal Health,1,0.003717472
Microbiome,Maternal Health,4,0.078431373
Minority Health,Maternal Health,6,0.017910448
Networking and Information Technology R&D (NITRD),Maternal Health,6,0.002834199
Nutrition,Maternal Health,4,0.125
Obesity,Maternal Health,4,0.181818182
Opioid Misuse and Addiction,Maternal Health,1,0.019230769
Opioids,Maternal Health,1,0.016129032
Patient Safety,Maternal Health,1,0.004310345
Pediatric,Maternal Health,12,0.050847458
Perinatal Period - Conditions Originating in Perinatal Period,Maternal Health,8,0.205128205
Physical Activity,Maternal Health,3,0.136363636
Precision Medicine,Maternal Health,1,0.002631579
Pregnancy,Maternal Health,13,0.722222222
"Preterm, Low Birth Weight and Health of the Newborn",Maternal Health,6,0.285714286
Prevention,Maternal Health,8,0.015180266
Rural Health,Maternal Health,2,0.052631579
Social Determinants of Health,Maternal Health,5,0.023041475
Substance Misuse,Maternal Health,1,0.013157895
Suicide,Maternal Health,1,0.066666667
Women's Health,Maternal Health,14,0.044164038
Asthma,Maternal Morbidity and Mortality,1,0.166666667
Burden of Illness,Maternal Morbidity and Mortality,1,0.2
Cardiovascular,Maternal Morbidity and Mortality,1,0.008547009
Climate Change,Maternal Morbidity and Mortality,1,0.125
Climate-Related Exposures and Conditions,Maternal Morbidity and Mortality,1,0.03125
Conditions Affecting the Embryonic and Fetal Periods,Maternal Morbidity and Mortality,2,0.142857143
Heart Disease,Maternal Morbidity and Mortality,1,0.012987013
Nutrition,Maternal Morbidity and Mortality,1,0.03125
Obesity,Maternal Morbidity and Mortality,1,0.045454545
Physical Activity,Maternal Morbidity and Mortality,1,0.045454545
Suicide,Maternal Morbidity and Mortality,1,0.071428571
"Alcoholism, Alcohol Use and Health",Mental Health,12,0.044609665
Anxiety Disorders,Mental Health,15,0.055762082
Aphasia,Mental Health,1,0.003717472
Assistive Technology,Mental Health,1,0.003717472
Attention Deficit Disorder (ADD),Mental Health,5,0.018587361
Attention Deficit Hyperactivity Disorder (ADHD),Mental Health,4,0.014869888
Autism,Mental Health,19,0.07063197
Autoimmune Disease,Mental Health,2,0.007434944
Back Pain,Mental Health,3,0.011152416
Basic Behavioral and Social Science,Mental Health,72,0.267657993
Cancer,Mental Health,4,0.009049774
Cancer Genomics,Mental Health,1,0.003717472
Cannabinoid Research,Mental Health,1,0.003717472
Cardiovascular,Mental Health,1,0.003717472
Cerebrovascular,Mental Health,2,0.007434944
Childhood Injury,Mental Health,1,0.003717472
Childhood Obesity,Mental Health,4,0.014869888
Climate-Related Exposures and Conditions,Mental Health,1,0.003717472
Comparative Effectiveness Research,Mental Health,13,0.048327138
Conditions Affecting the Embryonic and Fetal Periods,Mental Health,1,0.003717472
Diabetes,Mental Health,3,0.011152416
Dissemination and Implementation Research,Mental Health,6,0.022304833
Down Syndrome,Mental Health,2,0.007434944
Drug Abuse (NIDA only),Mental Health,19,0.07063197
Eating Disorders,Mental Health,5,0.018587361
Hypertension,Mental Health,1,0.003717472
Injury - Trauma - (Head and Spine),Mental Health,3,0.011152416
Injury - Traumatic brain injury,Mental Health,3,0.011152416
Injury (total) Accidents/Adverse Effects,Mental Health,2,0.007434944
Intellectual and Developmental Disabilities (IDD),Mental Health,27,0.100371747
Major Depressive Disorder,Mental Health,5,0.018587361
Maternal Morbidity and Mortality,Mental Health,1,0.003717472
Mental Illness,Mental Health,90,0.334572491
Methamphetamine,Mental Health,3,0.011152416
Mind and Body,Mental Health,21,0.078066914
Nutrition,Mental Health,8,0.029739777
Obesity,Mental Health,5,0.018587361
Pediatric Research Initiative,Mental Health,4,0.014869888
Physical Activity,Mental Health,2,0.007434944
Physical Injury - Accidents and Adverse Effects,Mental Health,9,0.033457249
Post-Traumatic Stress Disorder (PTSD),Mental Health,10,0.037174721
Radiation Oncology,Mental Health,1,0.003717472
Rehabilitation,Mental Health,1,0.003717472
Rural Health,Mental Health,4,0.014869888
Schizophrenia,Mental Health,23,0.085501859
Serious Mental Illness,Mental Health,48,0.178438662
Sleep Research,Mental Health,6,0.022304833
Stem Cell Research,Mental Health,3,0.011152416
Stem Cell Research - Induced Pluripotent Stem Cell,Mental Health,3,0.011152416
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Mental Health,3,0.011152416
Stroke,Mental Health,2,0.007434944
Substance Abuse,Mental Health,22,0.081784387
Suicide,Mental Health,14,0.05204461
Suicide Prevention,Mental Health,3,0.011152416
Telehealth,Mental Health,3,0.011152416
Tobacco,Mental Health,3,0.011152416
Tobacco Smoke and Health,Mental Health,3,0.011152416
Traumatic Brain Injury (TBI),Mental Health,2,0.007434944
Traumatic Head and Spine Injury,Mental Health,2,0.007434944
Underage Drinking,Mental Health,2,0.007434944
Violence Research,Mental Health,1,0.003717472
Youth Violence,Mental Health,1,0.003717472
"Alcoholism, Alcohol Use and Health",Mental Illness,5,0.055555556
Anxiety Disorders,Mental Illness,10,0.111111111
Assistive Technology,Mental Illness,1,0.011111111
Attention Deficit Disorder (ADD),Mental Illness,1,0.011111111
Attention Deficit Hyperactivity Disorder (ADHD),Mental Illness,2,0.022222222
Autism,Mental Illness,2,0.022222222
Basic Behavioral and Social Science,Mental Illness,33,0.173684211
Childhood Injury,Mental Illness,1,0.011111111
Childhood Obesity,Mental Illness,4,0.044444444
Comparative Effectiveness Research,Mental Illness,5,0.055555556
Dissemination and Implementation Research,Mental Illness,1,0.011111111
Drug Abuse (NIDA only),Mental Illness,2,0.015151515
Eating Disorders,Mental Illness,4,0.044444444
Injury - Trauma - (Head and Spine),Mental Illness,1,0.011111111
Injury - Traumatic brain injury,Mental Illness,1,0.011111111
Injury (total) Accidents/Adverse Effects,Mental Illness,1,0.011111111
Intellectual and Developmental Disabilities (IDD),Mental Illness,2,0.022222222
Major Depressive Disorder,Mental Illness,5,0.055555556
Mind and Body,Mental Illness,20,0.222222222
Nutrition,Mental Illness,4,0.044444444
Obesity,Mental Illness,4,0.044444444
Pediatric Research Initiative,Mental Illness,2,0.022222222
Physical Injury - Accidents and Adverse Effects,Mental Illness,7,0.077777778
Post-Traumatic Stress Disorder (PTSD),Mental Illness,7,0.077777778
Schizophrenia,Mental Illness,23,0.255555556
Serious Mental Illness,Mental Illness,48,0.533333333
Sleep Research,Mental Illness,1,0.011111111
Substance Abuse,Mental Illness,8,0.087912088
Suicide,Mental Illness,11,0.122222222
Suicide Prevention,Mental Illness,3,0.033333333
Telehealth,Mental Illness,2,0.022222222
Traumatic Brain Injury (TBI),Mental Illness,1,0.011111111
Traumatic Head and Spine Injury,Mental Illness,1,0.011111111
Underage Drinking,Mental Illness,1,0.011111111
Dissemination and Implementation Research,Methamphetamine,1,0.043478261
Substance Abuse,Methamphetamine,2,0.021978022
"Alcoholism, Alcohol Use and Health",Microbiome,1,0.019607843
Antimicrobial Resistance,Microbiome,3,0.058823529
Anxiety Disorders,Microbiome,1,0.019607843
Asthma,Microbiome,2,0.039215686
Autoimmune Disease,Microbiome,2,0.039215686
Back Pain,Microbiome,1,0.019607843
Behavioral and Social Science,Microbiome,2,0.004008016
Biodefense,Microbiome,8,0.109589041
Bioengineering,Microbiome,26,0.018505338
Biomedical Imaging,Microbiome,1,0.004149378
Biotechnology,Microbiome,24,0.039408867
Brain Disorders,Microbiome,1,0.002202643
Cancer,Microbiome,14,0.031674208
Cancer Genomics,Microbiome,13,0.059090909
Childhood Obesity,Microbiome,2,0.039215686
Chronic Pain,Microbiome,2,0.039215686
Clinical Trials and Supportive Activities,Microbiome,1,0.010416667
Colo-Rectal Cancer,Microbiome,2,0.039215686
Conditions Affecting the Embryonic and Fetal Periods,Microbiome,1,0.019607843
Crohn's Disease,Microbiome,1,0.019607843
Cystic Fibrosis,Microbiome,2,0.039215686
Diabetes,Microbiome,1,0.019607843
Emerging Infectious Diseases,Microbiome,8,0.04494382
Health Disparities,Microbiome,9,0.025714286
HIV/AIDS,Microbiome,9,0.098901099
Immunotherapy,Microbiome,1,0.019607843
Infectious Diseases,Microbiome,13,0.045138889
Inflammatory Bowel Disease,Microbiome,2,0.039215686
Injury - Trauma - (Head and Spine),Microbiome,1,0.019607843
Injury - Traumatic brain injury,Microbiome,1,0.019607843
Injury (total) Accidents/Adverse Effects,Microbiome,1,0.019607843
Liver Cancer,Microbiome,1,0.019607843
Lung,Microbiome,7,0.076086957
Machine Learning and Artificial Intelligence,Microbiome,10,0.01010101
Mental Health,Microbiome,1,0.003717472
Minority Health,Microbiome,9,0.026865672
Networking and Information Technology R&D (NITRD),Microbiome,19,0.008974965
Neurosciences,Microbiome,3,0.005
Nutrition,Microbiome,2,0.039215686
Obesity,Microbiome,2,0.039215686
Orphan Drug,Microbiome,1,0.019607843
Pain Research,Microbiome,2,0.039215686
Pediatric,Microbiome,11,0.046610169
Perinatal Period - Conditions Originating in Perinatal Period,Microbiome,4,0.078431373
Pneumonia,Microbiome,3,0.058823529
Pneumonia & Influenza,Microbiome,3,0.058823529
Post-Traumatic Stress Disorder (PTSD),Microbiome,1,0.019607843
Precision Medicine,Microbiome,3,0.007894737
Pregnancy,Microbiome,4,0.078431373
"Preterm, Low Birth Weight and Health of the Newborn",Microbiome,3,0.058823529
Prevention,Microbiome,10,0.018975332
Prostate Cancer,Microbiome,1,0.019607843
Rare Diseases,Microbiome,5,0.023584906
Social Determinants of Health,Microbiome,2,0.00921659
Substance Misuse,Microbiome,1,0.013157895
Urologic Diseases,Microbiome,4,0.078431373
Women's Health,Microbiome,14,0.044164038
"Alcoholism, Alcohol Use and Health",Mind and Body,1,0.037037037
Assistive Technology,Mind and Body,1,0.043478261
Dietary Supplements,Mind and Body,1,0.043478261
Drug Abuse (NIDA only),Mind and Body,1,0.007575758
Substance Abuse,Mind and Body,2,0.021978022
Underage Drinking,Mind and Body,1,0.043478261
Acquired Cognitive Impairment,Minority Health,15,0.044776119
Acute Respiratory Distress Syndrome,Minority Health,3,0.008955224
Aging,Minority Health,57,0.170149254
"Alcoholism, Alcohol Use and Health",Minority Health,5,0.014925373
Alzheimer's Disease,Minority Health,12,0.035820896
Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),Minority Health,12,0.035820896
Alzheimer's Disease Related Dementias (ADRD),Minority Health,2,0.005970149
American Indian or Alaska Native,Minority Health,13,0.03880597
Antimicrobial Resistance,Minority Health,1,0.002985075
Arthritis,Minority Health,4,0.011940299
Assistive Technology,Minority Health,4,0.011940299
Asthma,Minority Health,3,0.008955224
Atherosclerosis,Minority Health,4,0.011940299
Autoimmune Disease,Minority Health,6,0.017910448
Back Pain,Minority Health,1,0.002985075
Basic Behavioral and Social Science,Minority Health,29,0.086567164
Behavioral and Social Science,Minority Health,113,0.226452906
Biodefense,Minority Health,5,0.014925373
Bioengineering,Minority Health,105,0.074733096
Biomedical Imaging,Minority Health,18,0.053731343
Biotechnology,Minority Health,53,0.087027915
Bipolar Disorder,Minority Health,3,0.008955224
Brain Cancer,Minority Health,1,0.002985075
Brain Disorders,Minority Health,41,0.09030837
Breast Cancer,Minority Health,9,0.026865672
Burden of Illness,Minority Health,3,0.008955224
Cancer,Minority Health,76,0.171945701
Cancer Genomics,Minority Health,39,0.11641791
Cardiovascular,Minority Health,22,0.065671642
Caregiving Research,Minority Health,3,0.008955224
Cerebrovascular,Minority Health,5,0.014925373
Childhood Leukemia,Minority Health,1,0.002985075
Chronic Obstructive Pulmonary Disease,Minority Health,1,0.002985075
Chronic Pain,Minority Health,1,0.002985075
Climate Change,Minority Health,2,0.005970149
Climate-Related Exposures and Conditions,Minority Health,2,0.005970149
Clinical Trials and Supportive Activities,Minority Health,28,0.08358209
Comparative Effectiveness Research,Minority Health,5,0.014925373
Congenital Structural Anomalies,Minority Health,3,0.008955224
Coronaviruses,Minority Health,10,0.029850746
Coronaviruses Diagnostics and Prognostics,Minority Health,2,0.005970149
Coronaviruses Disparities and At-Risk Populations,Minority Health,4,0.011940299
Coronaviruses Therapeutics and Interventions,Minority Health,1,0.002985075
Cost Effectiveness Research,Minority Health,1,0.002985075
Dementia,Minority Health,12,0.035820896
Dental/Oral and Craniofacial Disease,Minority Health,12,0.035820896
Depression,Minority Health,5,0.014925373
Diabetes,Minority Health,6,0.017910448
Dissemination and Implementation Research,Minority Health,4,0.011940299
Drug Abuse (NIDA only),Minority Health,27,0.080597015
Emergency Care,Minority Health,7,0.020895522
Emerging Infectious Diseases,Minority Health,16,0.047761194
Eye Disease and Disorders of Vision,Minority Health,5,0.014925373
Frontotemporal Dementia (FTD),Minority Health,2,0.005970149
Genetic Testing,Minority Health,3,0.008955224
Health Disparities,Minority Health,257,0.734285714
Health Services,Minority Health,42,0.125373134
Hearing Loss,Minority Health,1,0.002985075
Heart Disease,Minority Health,18,0.053731343
Heart Disease - Coronary Heart Disease,Minority Health,1,0.002985075
Hematology,Minority Health,8,0.023880597
HIV/AIDS,Minority Health,36,0.107462687
Hypertension,Minority Health,4,0.011940299
Immunization,Minority Health,2,0.005970149
Immunotherapy,Minority Health,1,0.002985075
Infectious Diseases,Minority Health,39,0.11641791
Influenza,Minority Health,2,0.005970149
Injury (total) Accidents/Adverse Effects,Minority Health,1,0.002985075
Kidney Disease,Minority Health,2,0.005970149
Lung,Minority Health,14,0.041791045
Lung Cancer,Minority Health,3,0.008955224
Lupus,Minority Health,1,0.002985075
Machine Learning and Artificial Intelligence,Minority Health,86,0.086868687
Maternal Morbidity and Mortality,Minority Health,1,0.002985075
Mental Health,Minority Health,25,0.074626866
Mental Illness,Minority Health,9,0.026865672
Methamphetamine,Minority Health,2,0.005970149
Multiple Sclerosis,Minority Health,1,0.002985075
Neonatal Respiratory Distress,Minority Health,1,0.002985075
Networking and Information Technology R&D (NITRD),Minority Health,151,0.07132735
Neurodegenerative,Minority Health,13,0.03880597
Neurosciences,Minority Health,34,0.056666667
Nutrition,Minority Health,5,0.014925373
Obesity,Minority Health,3,0.008955224
Opioid Misuse and Addiction,Minority Health,4,0.011940299
Opioids,Minority Health,5,0.014925373
Orphan Drug,Minority Health,6,0.017910448
Osteoarthritis,Minority Health,1,0.002985075
Pain Research,Minority Health,1,0.002985075
Patient Safety,Minority Health,30,0.089552239
Pediatric,Minority Health,20,0.059701493
Pediatric Cancer,Minority Health,2,0.005970149
Pediatric Research Initiative,Minority Health,1,0.002985075
Perinatal Period - Conditions Originating in Perinatal Period,Minority Health,5,0.014925373
Physical Activity,Minority Health,5,0.014925373
Physical Injury - Accidents and Adverse Effects,Minority Health,5,0.014925373
Physical Rehabilitation,Minority Health,3,0.008955224
Pneumonia,Minority Health,2,0.005970149
Pneumonia & Influenza,Minority Health,2,0.005970149
Precision Medicine,Minority Health,32,0.084210526
Pregnancy,Minority Health,6,0.017910448
"Preterm, Low Birth Weight and Health of the Newborn",Minority Health,4,0.011940299
Prevention,Minority Health,104,0.197343454
Prostate Cancer,Minority Health,4,0.011940299
Rare Diseases,Minority Health,19,0.056716418
Rehabilitation,Minority Health,4,0.011940299
Rheumatoid Arthritis,Minority Health,3,0.008955224
Rural Health,Minority Health,10,0.029850746
Schizophrenia,Minority Health,3,0.008955224
Sepsis,Minority Health,2,0.005970149
Serious Mental Illness,Minority Health,6,0.017910448
Sexual and Gender Minorities (SGM/LGBT*),Minority Health,2,0.005970149
Sexually Transmitted Infections,Minority Health,2,0.005970149
Sickle Cell Disease,Minority Health,1,0.002985075
Sleep Research,Minority Health,5,0.014925373
Social Determinants of Health,Minority Health,59,0.176119403
Stem Cell Research,Minority Health,1,0.002985075
Stem Cell Research - Induced Pluripotent Stem Cell,Minority Health,1,0.002985075
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Minority Health,1,0.002985075
Stomach Cancer,Minority Health,1,0.002985075
Stroke,Minority Health,5,0.014925373
Substance Abuse,Minority Health,22,0.065671642
Substance Abuse Prevention,Minority Health,1,0.002985075
Substance Misuse,Minority Health,13,0.03880597
Suicide,Minority Health,6,0.017910448
Suicide Prevention,Minority Health,1,0.002985075
Telehealth,Minority Health,5,0.014925373
Tobacco,Minority Health,6,0.017910448
Tobacco Smoke and Health,Minority Health,6,0.017910448
Transplantation,Minority Health,1,0.002985075
Traumatic Brain Injury (TBI),Minority Health,1,0.002985075
Traumatic Head and Spine Injury,Minority Health,1,0.002985075
Urologic Diseases,Minority Health,5,0.014925373
Vaccine Related,Minority Health,2,0.005970149
